,Unnamed: 0,driver_id,client_id,start,start_latitude,start_longtitude,finish,finish_latitude,finish_longtitude,distance,road_time,start_time,finish_time,cost,driver_rate,category_driver_feedback,text_driver_feedback,client_rate,category_client_feedback,text_client_feedback
268,268,1940,3546,DA17 6HH,51.483966,0.153429,RM10 8RL,51.540668,0.150841,6.31,0 days 00:08:00,2014-12-23 19:47:34,2014-12-23 19:55:34,7.73,,,,,,
269,269,274,1715,EN5 5HT,51.653674,-0.177187,W1K 4AQ,51.512106,-0.146137,15.9,0 days 00:15:00,2011-07-31 21:46:23,2011-07-31 22:01:23,9.95,,,,4.0,,
270,270,611,1041,SE16 5FS,51.506685,-0.035774,NW1W 7JL,51.530785,-0.13543,7.42,0 days 00:07:00,2011-04-24 12:03:50,2011-04-24 12:10:50,5.71,5.0,expert navigation,[],1.0,,
271,271,85,2181,NW1 0GZ,51.530785,-0.13543,DA8 1WB,51.476455,0.195702,23.77,0 days 00:34:00,2015-12-26 12:56:50,2015-12-26 13:30:50,13.88,,,,,,
272,272,2290,1272,BR2 0YP,51.408226,0.017578,SW95 9BS,51.480624,-0.136555,13.41,0 days 00:29:00,2016-12-11 02:54:50,2016-12-11 03:23:50,11.32,,,,,,
273,273,1484,3910,W1P 5FJ,51.521203,-0.136297,SW14 7XT,51.469285,-0.266096,10.71,0 days 00:20:00,2019-05-19 02:52:44,2019-05-19 03:12:44,9.56,,,,,,
274,274,180,276,W6 6AX,51.492357,-0.238815,UB4 9XP,51.528288,-0.394021,11.49,0 days 00:21:00,2013-10-19 04:52:30,2013-10-19 05:13:30,10.07,1.0,,,5.0,,
275,275,501,2854,UB3 9SJ,51.503711,-0.414351,W1R 8SH,51.512193,-0.140253,19.05,0 days 00:28:00,2015-06-24 18:06:33,2015-06-24 18:34:33,17.29,,,,,,
276,276,1301,1095,NW7 2JW,51.611975,-0.243693,SE23 1QB,51.446825,-0.040301,23.17,0 days 00:28:00,2013-03-25 12:13:04,2013-03-25 12:41:04,13.58,,,,4.0,,
277,277,1778,2799,W1N 8DU,51.515834,-0.137958,SW19 4WZ,51.417014,-0.213582,12.19,0 days 00:22:00,2010-04-08 14:33:02,2010-04-08 14:55:02,8.09,,,,,,
278,278,1359,365,CR5 2LQ,51.309602,-0.123074,HA2 7ZW,51.585237,-0.329686,33.86,0 days 00:44:00,2018-11-12 12:45:59,2018-11-12 13:29:59,18.93,5.0,,,,,
279,279,2076,855,E10 6GJ,51.569613,-0.006858,EC2A 3YB,51.524503,-0.112088,8.86,0 days 00:18:00,2014-09-22 15:29:55,2014-09-22 15:47:55,6.43,,,,1.0,,
280,280,1249,4045,NW1 6DJ,51.524249,-0.161198,W1D 3SQ,51.514094,-0.133114,2.25,0 days 00:03:00,2016-09-23 04:35:00,2016-09-23 04:38:00,4.06,,,,,,
281,281,1032,2224,E16 3BY,51.510195,0.028017,SE17 3SR,51.4865,-0.103144,9.48,0 days 00:13:00,2011-09-03 02:16:34,2011-09-03 02:29:34,8.76,,,,,,
282,282,1661,1787,CR5 9DG,51.319804,-0.140841,EC1N 7AB,51.519827,-0.110422,22.35,0 days 00:22:00,2011-03-12 06:53:46,2011-03-12 07:15:46,17.13,1.0,awful service,"['unpleasant companion', 'bad car', 'non-expert navigation', 'not recommend', 'dirty']",5.0,pleasant,['polite']
283,283,1843,4043,NW6 7JQ,51.543459,-0.200155,W1U 4AR,51.51929,-0.152922,4.24,0 days 00:07:00,2013-08-28 21:56:37,2013-08-28 22:03:37,4.12,5.0,,,,,
284,284,1840,2389,SE1 2HU,51.505718,-0.082172,N17 8NH,51.600113,-0.071238,10.53,0 days 00:19:00,2017-02-25 00:33:16,2017-02-25 00:52:16,9.44,,,,,,
285,285,919,499,UB3 2JJ,51.518141,-0.414859,EN5 5DA,51.650825,-0.177316,22.11,0 days 00:33:00,2016-03-30 20:49:25,2016-03-30 21:22:25,13.06,,,,5.0,,
286,286,1101,4443,E1 4XR,51.519026,-0.058075,SE5 7SU,51.47903,-0.086172,4.86,0 days 00:23:00,2011-06-16 01:27:10,2011-06-16 01:50:10,5.76,,,,4.0,pleasant,['polite']
287,287,1718,3566,SW1W 8WZ,51.496429,-0.137437,N16 6WN,51.570059,-0.077214,9.2,0 days 00:23:00,2018-01-24 12:51:56,2018-01-24 13:14:56,6.6,5.0,,,5.0,,
288,288,370,3891,EN4 9HX,51.655062,-0.15893,TW14 0JL,51.457994,-0.408379,27.93,0 days 00:43:00,2010-08-19 18:15:13,2010-08-19 18:58:13,23.95,,,,1.0,not recommend,
289,289,1900,2333,N1 3JA,51.542317,-0.084369,N14 4UW,51.649254,-0.131137,12.33,0 days 00:17:00,2018-07-04 12:08:48,2018-07-04 12:25:48,8.16,,,,5.0,,
290,290,1206,597,SW3 4XS,51.490181,-0.164931,SW1E 6NS,51.499704,-0.141497,1.94,0 days 00:09:00,2018-05-20 00:43:54,2018-05-20 00:52:54,3.86,,,,1.0,,
291,291,95,3499,UB6 7AP,51.536831,-0.310162,EC2A 1BX,51.521146,-0.087506,15.55,0 days 00:14:00,2018-12-31 23:21:43,2018-12-31 23:35:43,12.71,,,,,,
292,292,2318,2702,TW3 1LE,51.468855,-0.364477,N9 9HZ,51.631461,-0.080052,26.77,0 days 00:29:00,2017-07-04 19:24:33,2017-07-04 19:53:33,23.08,,,,4.0,,
293,293,242,966,HA2 0SQ,51.57491,-0.360673,CR7 6YB,51.375716,-0.091863,28.98,0 days 00:34:00,2017-04-05 13:23:13,2017-04-05 13:57:13,16.49,,,,,,
294,294,926,1517,NW10 8SD,51.54391,-0.264111,CR4 3UE,51.405204,-0.17492,16.63,0 days 00:34:00,2013-11-22 23:45:16,2013-11-23 00:19:16,13.41,,,,,,
295,295,1317,949,E1 9WJ,51.50476,-0.064921,W3 9XA,51.500496,-0.276985,14.73,0 days 00:21:00,2012-08-09 07:26:29,2012-08-09 07:47:29,9.36,,,,,,
296,296,913,2145,SM6 0ZJ,51.36016,-0.153112,N1 8XW,51.538425,-0.103278,20.13,0 days 00:34:00,2015-02-15 18:32:33,2015-02-15 19:06:33,18.1,,,,5.0,,
297,297,219,3090,W3 3EX,51.500496,-0.276985,N4 4NU,51.574163,-0.107809,14.32,0 days 00:19:00,2018-11-08 09:28:04,2018-11-08 09:47:04,13.74,,,,,,
298,298,632,432,SW20 2EP,51.417014,-0.213582,E1 2RN,51.514078,-0.057968,15.28,0 days 00:23:00,2010-09-18 16:51:42,2010-09-18 17:14:42,9.64,,,,5.0,,
299,299,1592,2271,SE1 0FA,51.503791,-0.096403,HA8 9WD,51.613334,-0.2778,17.52,0 days 00:15:00,2010-08-30 03:15:43,2010-08-30 03:30:43,13.99,,,,,,
300,300,2151,3121,N10 2WQ,51.592195,-0.142849,CR5 1QY,51.302787,-0.107543,32.29,0 days 00:37:00,2016-06-01 18:46:54,2016-06-01 19:23:54,27.22,,,,1.0,loud,
301,301,382,2090,SE4 2YS,51.463509,-0.035628,CR2 7ZN,51.358131,-0.082267,12.16,0 days 00:18:00,2019-10-20 20:56:01,2019-10-20 21:14:01,8.08,,,,,,
302,302,581,1195,W1J 5LB,51.509216,-0.14709,SE25 9AD,51.399524,-0.07999,13.06,0 days 00:17:00,2015-07-30 04:32:13,2015-07-30 04:49:13,11.09,,,,,,
303,303,2490,3370,EC1V 1JS,51.527674,-0.091341,HA9 7HP,51.558537,-0.297023,14.68,0 days 00:20:00,2019-11-30 18:41:23,2019-11-30 19:01:23,14.01,,,,,,
304,304,2004,1555,KT1 3EY,51.406397,-0.289151,KT1 9HY,51.404779,-0.292849,0.31,0 days 00:01:00,2012-06-28 04:24:54,2012-06-28 04:25:54,2.8,4.0,wonderful companion,"['great service', 'nice car', 'expert navigation', 'wonderful companion', 'neat and tidy']",,,
305,305,1914,2225,TW7 5RD,51.484566,-0.330789,IG11 9ET,51.545637,0.103956,30.93,0 days 00:47:00,2016-12-20 11:19:23,2016-12-20 12:06:23,17.46,,,,,,
306,306,2473,1210,EN5 2FE,51.645392,-0.202842,SW10 9XH,51.484753,-0.183628,17.92,0 days 00:16:00,2018-07-06 19:56:48,2018-07-06 20:12:48,16.44,,,,1.0,,
307,307,1182,2921,E3 2BE,51.527718,-0.026089,SW16 4QE,51.407923,-0.131187,15.2,0 days 00:26:00,2017-07-07 17:10:58,2017-07-07 17:36:58,9.6,1.0,non-expert navigation,"['dirty', 'non-expert navigation', 'unpleasant companion', 'not recommend']",,,
308,308,2479,4490,RM13 9YT,51.519003,0.191723,SW18 2HN,51.459403,-0.177826,26.51,0 days 00:39:00,2010-08-29 07:16:30,2010-08-29 07:55:30,15.26,,,,,,
309,309,1436,1474,TW3 1LZ,51.469693,-0.360128,SW17 0GH,51.434881,-0.176745,13.32,0 days 00:24:00,2011-06-09 23:23:18,2011-06-09 23:47:18,11.26,,,,3.0,,
310,310,834,3196,UB3 4RT,51.50202,-0.422363,EN4 8WT,51.643239,-0.171145,23.46,0 days 00:20:00,2019-08-09 20:07:14,2019-08-09 20:27:14,13.73,5.0,recommend,[],5.0,polite,"['polite', 'neat and tidy', 'pleasant']"
311,311,1573,4216,SW16 3SG,51.415135,-0.105423,W1A 6UJ,51.517133,-0.134244,11.52,0 days 00:14:00,2018-12-21 11:40:14,2018-12-21 11:54:14,7.76,,,,3.0,,
312,312,1596,2739,W1F 0QU,51.512957,-0.134587,SE26 4AD,51.42995,-0.04485,11.14,0 days 00:16:00,2019-01-10 03:31:03,2019-01-10 03:47:03,9.84,,,,1.0,unpleasant,
313,313,1401,646,NW6 5AG,51.533222,-0.194056,W1V 6HB,51.515172,-0.13307,4.68,0 days 00:05:00,2010-11-27 03:55:36,2010-11-27 04:00:36,5.64,1.0,unpleasant companion,"['unpleasant companion', 'bad car', 'non-expert navigation', 'not recommend', 'awful service']",5.0,,
314,314,2212,1291,E15 3JJ,51.5342,0.010541,SE1 7XH,51.494009,-0.120479,10.14,0 days 00:40:00,2018-01-10 06:57:41,2018-01-10 07:37:41,9.19,,,,,,
315,315,106,3173,RM6 6PF,51.571476,0.132727,BR1 9FS,51.408226,0.017578,19.85,0 days 00:36:00,2012-06-11 13:38:57,2012-06-11 14:14:57,11.92,,,,1.0,,
316,316,2494,3159,EC2M 7UB,51.517153,-0.0858,E1 2UX,51.519026,-0.058075,1.94,0 days 00:08:00,2011-02-09 10:22:13,2011-02-09 10:30:13,2.97,5.0,great service,"['neat and tidy', 'wonderful companion', 'expert navigation', 'nice car', 'great service']",,,
317,317,2201,1809,KT3 3SY,51.404342,-0.272262,DA14 4ED,51.431935,0.105806,26.48,0 days 00:40:00,2012-06-19 13:22:38,2012-06-19 14:02:38,15.24,,,,,,
318,318,1493,1919,N12 0EG,51.613241,-0.176929,UB5 9GJ,51.546773,-0.370915,15.35,0 days 00:32:00,2019-10-03 13:41:42,2019-10-03 14:13:42,9.68,,,,,,
319,319,149,3023,EC3M 5LH,51.512209,-0.080458,IG3 9DB,51.550831,0.103172,13.45,0 days 00:14:00,2012-09-08 02:30:12,2012-09-08 02:44:12,11.34,,,,,,
320,320,1036,354,NW3 9RL,51.554293,-0.173864,NW10 9DJ,51.544932,-0.254799,5.71,0 days 00:16:00,2010-12-08 11:54:06,2010-12-08 12:10:06,4.86,,,,,,
321,321,1084,1713,EC1Y 2DY,51.522236,-0.088686,RM3 7ED,51.602519,0.205649,22.28,0 days 00:24:00,2013-07-11 16:27:29,2013-07-11 16:51:29,13.14,5.0,,,4.0,,
322,322,719,4166,N11 1AQ,51.617748,-0.133009,SE1P 5XZ,51.492762,-0.080152,14.38,0 days 00:17:00,2013-04-15 09:39:47,2013-04-15 09:56:47,13.79,,,,,,
323,323,593,1901,SE17 2AQ,51.488583,-0.087429,CR4 4BG,51.397977,-0.172218,11.68,0 days 00:21:00,2015-07-07 05:52:01,2015-07-07 06:13:01,10.19,,,,4.0,polite,"['quiet', 'pleasant', 'recommend', 'polite']"
324,324,402,3400,SE15 2NR,51.471766,-0.070925,EC4Y 1AG,51.513787,-0.108928,5.37,0 days 00:07:00,2015-05-04 06:46:11,2015-05-04 06:53:11,6.09,,,,,,
325,325,2384,3911,HA4 8LL,51.573428,-0.423774,W9 1RB,51.532903,-0.18797,16.97,0 days 00:22:00,2014-01-02 21:03:45,2014-01-02 21:25:45,10.48,1.0,,,,,
326,326,1208,2514,RM12 5TX,51.550286,0.204867,W1J 0EA,51.509303,-0.140602,24.4,0 days 01:06:00,2016-12-25 09:31:37,2016-12-25 10:37:37,21.3,,,,4.0,,
327,327,622,2199,E13 9WA,51.529253,0.023155,N17 9QB,51.584315,-0.058815,8.36,0 days 00:25:00,2014-11-21 08:33:27,2014-11-21 08:58:27,9.27,1.0,dirty,['non-expert navigation'],5.0,,
328,328,2264,91,CR7 8XZ,51.375716,-0.091863,SE19 2LG,51.417822,-0.079324,4.77,0 days 00:09:00,2014-06-02 21:36:19,2014-06-02 21:45:19,4.38,,,,,,
329,329,2076,792,DA7 4PT,51.470965,0.136546,TW6 2AF,51.484005,-0.420104,38.7,0 days 00:36:00,2014-03-21 05:30:45,2014-03-21 06:06:45,27.76,,,,,,
330,330,896,136,EC4Y 1QA,51.513932,-0.109542,SE16 2LY,51.491853,-0.044176,5.16,0 days 00:06:00,2014-01-21 23:59:52,2014-01-22 00:05:52,5.95,,,,,,
331,331,2036,3520,W8 5WB,51.498446,-0.198586,CR9 6ZF,51.375716,-0.091863,15.54,0 days 00:24:00,2016-12-13 20:24:55,2016-12-13 20:48:55,9.77,,,,3.0,dirty,
332,332,515,3364,NW1 6HT,51.524772,-0.161855,SE7 7DH,51.476171,0.030353,14.4,0 days 00:22:00,2018-03-02 12:58:44,2018-03-02 13:20:44,9.2,,,,,,
333,333,150,3547,E15 4JS,51.544542,0.014213,CR0 2BG,51.382474,-0.092675,19.5,0 days 00:10:00,2017-07-11 11:58:09,2017-07-11 12:08:09,11.75,,,,1.0,,
334,334,208,4442,SE2 9ZP,51.494345,0.116778,N8 0PQ,51.589155,-0.111863,19.05,0 days 00:19:00,2014-04-04 21:15:42,2014-04-04 21:34:42,11.52,,,,4.0,,
335,335,1894,847,HA2 6AB,51.585237,-0.329686,SE14 5GS,51.474645,-0.045517,23.24,0 days 00:23:00,2015-09-07 09:41:03,2015-09-07 10:04:03,20.43,,,,,,
336,336,1307,1719,IG11 9TE,51.539285,0.085998,W1V 4LB,51.515666,-0.135284,15.58,0 days 00:15:00,2011-12-23 04:50:17,2011-12-23 05:05:17,12.73,,,,3.0,,
337,337,1480,2376,SE25 6YD,51.39743,-0.080063,HA1 2XX,51.58015,-0.333005,26.87,0 days 00:38:00,2010-05-20 14:13:11,2010-05-20 14:51:11,15.44,,,,,,
338,338,2115,2359,SE13 5EH,51.460589,-0.004889,W1U 5QH,51.520951,-0.15274,12.27,0 days 00:18:00,2015-01-12 22:38:43,2015-01-12 22:56:43,10.58,,,,,,
339,339,833,4057,N4 4JE,51.573811,-0.112788,NW1 1TZ,51.530785,-0.13543,5.04,0 days 00:06:00,2014-12-25 13:58:58,2014-12-25 14:04:58,4.52,2.0,,,,,
340,340,2021,3667,KT2 6WP,51.415137,-0.293398,E17 7JU,51.583943,-0.019843,26.71,0 days 00:32:00,2016-08-09 02:18:51,2016-08-09 02:50:51,19.96,,,,3.0,,
341,341,1332,3405,DA5 3WA,51.442071,0.15127,TW13 7HB,51.436743,-0.41024,39.05,0 days 00:29:00,2010-02-28 06:37:09,2010-02-28 07:06:09,27.98,,,,1.0,not recommend,
342,342,149,1722,W1H 1JG,51.51869,-0.165674,SW2 4FE,51.454192,-0.122288,7.78,0 days 00:22:00,2016-09-02 14:57:22,2016-09-02 15:19:22,5.89,4.0,,,,,
343,343,2437,2332,EC3V 3PH,51.513202,-0.086181,DA17 6NE,51.498908,0.166798,17.64,0 days 00:20:00,2018-02-15 23:52:08,2018-02-16 00:12:08,14.07,5.0,,,,,
344,344,1399,642,TW2 7AA,51.451724,-0.367694,W2 2UW,51.516375,-0.175251,15.18,0 days 00:19:00,2010-04-15 20:28:32,2010-04-15 20:47:32,9.59,,,,,,
345,345,673,2216,W3 0XH,51.500496,-0.276985,SE9 1AR,51.458061,0.065752,24.27,0 days 00:18:00,2011-12-07 14:21:49,2011-12-07 14:39:49,14.14,1.0,,,2.0,,
346,346,987,4429,EN5 1RS,51.647272,-0.183052,TW3 4AU,51.470272,-0.360985,23.24,0 days 00:24:00,2012-11-01 17:16:52,2012-11-01 17:40:52,13.62,,,,,,
347,347,37,4240,SE7 7EJ,51.478192,0.032012,SW8 5DB,51.483855,-0.131627,11.39,0 days 00:20:00,2012-09-21 08:37:40,2012-09-21 08:57:40,11.54,,,,,,
348,348,1185,3004,IG11 0PR,51.528369,0.108567,CR2 6GA,51.362008,-0.100521,23.53,0 days 00:41:00,2015-08-13 21:55:59,2015-08-13 22:36:59,13.76,,,,4.0,,
349,349,1781,3332,KT1 9UW,51.404779,-0.292849,SM6 9WN,51.36016,-0.153112,10.92,0 days 00:11:00,2013-04-17 16:05:28,2013-04-17 16:16:28,7.46,,,,,,
350,350,2073,3675,N22 6JS,51.596407,-0.108761,UB3 1ZH,51.503677,-0.414525,23.59,0 days 00:40:00,2011-06-02 14:32:05,2011-06-02 15:12:05,13.8,,,,,,
351,351,48,3403,SW11 1AF,51.460422,-0.16817,W1W 5AX,51.522643,-0.144887,7.11,0 days 00:15:00,2017-05-22 23:23:00,2017-05-22 23:38:00,7.22,,,,1.0,,
352,352,222,681,TW8 9AD,51.491681,-0.304572,W1F 7HF,51.513501,-0.13886,11.76,0 days 00:17:00,2012-10-05 14:19:23,2012-10-05 14:36:23,7.88,1.0,unpleasant companion,"['non-expert navigation', 'not recommend']",4.0,polite,"['polite', 'recommend', 'quiet', 'neat and tidy', 'pleasant']"
353,353,1967,225,HA5 3ZB,51.599741,-0.398043,HA2 9LQ,51.572085,-0.374772,3.47,0 days 00:05:00,2013-11-30 03:03:33,2013-11-30 03:08:33,4.86,,,,,,
354,354,353,2842,HA8 9TR,51.615053,-0.275452,W2 7WL,51.516375,-0.175251,12.99,0 days 00:23:00,2011-10-28 13:45:20,2011-10-28 14:08:20,8.5,,,,,,
355,355,1793,2684,EC4M 9AY,51.512837,-0.093547,SW1E 6AD,51.497023,-0.136909,3.49,0 days 00:10:00,2010-08-28 16:49:52,2010-08-28 16:59:52,3.74,,,,,,
356,356,1070,2890,EN3 6AQ,51.671349,-0.037495,SE22 9AP,51.460671,-0.074301,23.58,0 days 00:31:00,2011-12-03 15:13:35,2011-12-03 15:44:35,13.79,,,,,,
357,357,1564,1110,WC2N 6DX,51.507988,-0.124688,SE19 1TX,51.419891,-0.079352,10.3,0 days 00:08:00,2019-01-02 04:15:03,2019-01-02 04:23:03,9.3,4.0,,,,,
358,358,349,951,HA9 7BX,51.55397,-0.294612,N22 8JQ,51.607276,-0.112469,13.95,0 days 00:16:00,2014-08-19 07:07:50,2014-08-19 07:23:50,8.98,,,,,,
359,359,257,3712,N14 4AF,51.630604,-0.128305,SE17 1DE,51.489032,-0.094021,15.93,0 days 00:23:00,2015-06-02 07:49:15,2015-06-02 08:12:15,9.96,,,,3.0,,
360,360,472,133,UB3 5BZ,51.482032,-0.439975,TW11 9JP,51.42432,-0.321507,10.44,0 days 00:23:00,2014-06-21 13:15:21,2014-06-21 13:38:21,7.22,,,,1.0,dirty,
361,361,1056,390,EN3 7UG,51.646916,-0.03365,IG1 1AH,51.556675,0.081571,12.83,0 days 00:19:00,2014-05-09 11:14:08,2014-05-09 11:33:08,8.41,5.0,,,,,
362,362,1138,1618,SE18 2HJ,51.478906,0.093164,NW9 7BP,51.575721,-0.238525,25.41,0 days 00:38:00,2018-03-22 07:32:41,2018-03-22 08:10:41,14.7,,,,5.0,,
363,363,790,3746,W1G 8LX,51.518689,-0.149617,NW1 9FD,51.543734,-0.133199,3.01,0 days 00:02:00,2014-02-14 20:46:16,2014-02-14 20:48:16,3.5,,,,,,
364,364,1127,4456,TW5 0BH,51.478306,-0.378713,SW19 5NT,51.438147,-0.225448,11.55,0 days 00:20:00,2018-05-07 12:47:32,2018-05-07 13:07:32,7.78,,,,,,
365,365,1301,1429,IG8 7DZ,51.605589,0.039443,SW15 1YW,51.460362,-0.218599,24.12,0 days 00:24:00,2010-05-09 04:51:03,2010-05-09 05:15:03,18.28,,,,,,
366,366,2353,2920,IG1 8ED,51.55807,0.072373,CR2 7GE,51.354594,-0.06946,24.69,0 days 00:20:00,2019-11-27 20:35:57,2019-11-27 20:55:57,14.34,5.0,,,,,
367,367,1795,2631,HA5 4QP,51.615081,-0.3764,EC3R 6BB,51.508685,-0.08493,23.42,0 days 00:27:00,2019-10-05 04:16:38,2019-10-05 04:43:38,17.82,,,,4.0,,
368,368,561,4450,E9 6WA,51.532724,-0.060419,NW2 3TE,51.548033,-0.203494,10.07,0 days 00:11:00,2012-12-16 13:10:35,2012-12-16 13:21:35,7.04,3.0,,,4.0,,
369,369,1927,904,E17 7LN,51.582388,-0.028426,IG8 7ND,51.610607,0.040419,5.71,0 days 00:10:00,2013-04-16 04:38:35,2013-04-16 04:48:35,6.31,,,,,,
370,370,938,1986,BR5 1PZ,51.392636,0.085659,TW8 9DU,51.483498,-0.324635,30.27,0 days 00:47:00,2014-05-03 21:48:44,2014-05-03 22:35:44,17.13,,,,,,
371,371,2485,299,N4 2DX,51.561259,-0.099472,NW2 7RH,51.562507,-0.243032,9.96,0 days 00:14:00,2016-01-27 03:30:54,2016-01-27 03:44:54,9.07,5.0,,,1.0,,
372,372,99,323,SE3 0UZ,51.46752,-0.003694,E3 2TZ,51.53023,-0.028907,7.19,0 days 00:29:00,2017-07-30 07:50:57,2017-07-30 08:19:57,5.6,,,,5.0,,
373,373,1012,3811,BR2 0TQ,51.39377,0.005816,TW1 9AJ,51.450066,-0.332278,24.34,0 days 00:36:00,2013-09-30 07:42:37,2013-09-30 08:18:37,14.17,4.0,great service,['great service'],5.0,quiet,"['recommend', 'polite', 'neat and tidy']"
374,374,1527,362,BR6 0BB,51.377359,0.093141,W7 3QS,51.515888,-0.337845,33.69,0 days 00:47:00,2015-11-23 20:57:47,2015-11-23 21:44:47,18.84,5.0,,,,,
375,375,1136,833,SW18 1ZA,51.457723,-0.194763,WC2A 3QQ,51.515994,-0.11306,8.62,0 days 00:06:00,2015-01-07 05:06:11,2015-01-07 05:12:11,8.2,,,,,,
376,376,1834,1840,W4 4LL,51.489939,-0.267213,BR3 3RR,51.391807,-0.044048,18.97,0 days 00:25:00,2014-04-01 19:55:51,2014-04-01 20:20:51,17.23,2.0,bad car,"['dirty', 'awful service', 'non-expert navigation', 'bad car', 'not recommend']",,,
377,377,1382,3715,WC2N 4TP,51.508484,-0.12817,NW1 7BD,51.538483,-0.148569,3.63,0 days 00:07:00,2018-09-21 06:04:38,2018-09-21 06:11:38,4.96,4.0,,,3.0,,
378,378,16,3262,NW4 2PN,51.581906,-0.219305,E12 6NR,51.541496,0.052959,19.41,0 days 00:27:00,2010-04-04 22:52:59,2010-04-04 23:19:59,15.22,,,,,,
379,379,2280,611,W14 8XX,51.496734,-0.212513,SW11 5SB,51.463607,-0.160254,5.17,0 days 00:14:00,2015-05-08 10:05:10,2015-05-08 10:19:10,4.58,,,,,,
380,380,2358,2443,CR0 2JA,51.384076,-0.097767,W14 0NL,51.501239,-0.214829,15.37,0 days 00:26:00,2015-04-10 23:47:40,2015-04-11 00:13:40,12.59,,,,,,
381,381,775,442,UB2 5PL,51.498534,-0.384291,EC1P 1PP,51.524503,-0.112088,19.12,0 days 00:20:00,2011-06-27 11:53:40,2011-06-27 12:13:40,11.56,,,,5.0,,
382,382,143,1441,IG8 9AG,51.609262,0.022536,BR6 0WF,51.383637,0.09153,25.56,0 days 00:27:00,2013-10-20 16:46:50,2013-10-20 17:13:50,14.78,4.0,,,,,
383,383,1253,4220,SW1P 1ET,51.494557,-0.139574,UB11 1HS,51.537334,-0.487341,24.61,0 days 00:39:00,2019-05-21 12:43:31,2019-05-21 13:22:31,14.3,,,,,,
384,384,904,2999,RM3 7LA,51.612866,0.21112,BR6 9BQ,51.372418,0.114856,27.57,0 days 00:34:00,2017-12-10 21:37:57,2017-12-10 22:11:57,15.78,4.0,,,,,
385,385,892,1736,CR8 4EY,51.333657,-0.127504,SW19 9GE,51.417014,-0.213582,11.04,0 days 00:13:00,2016-05-19 18:10:32,2016-05-19 18:23:32,11.28,,,,4.0,,
386,386,1955,2916,TW10 6FH,51.456937,-0.297324,SE6 2DY,51.44279,-0.012169,19.89,0 days 00:31:00,2017-05-25 09:51:45,2017-05-25 10:22:45,17.92,,,,5.0,polite,['recommend']
387,387,1605,2909,NW10 9ZB,51.533954,-0.248298,SW16 1BN,51.433657,-0.128712,13.91,0 days 00:30:00,2014-12-15 23:17:44,2014-12-15 23:47:44,11.64,5.0,,,,,
388,388,142,730,W5 9TD,51.513328,-0.30727,E18 2EW,51.585068,0.02227,24.21,0 days 00:13:00,2017-08-14 11:38:52,2017-08-14 11:51:52,14.1,,,,,,
389,389,1502,4139,N16 8EB,51.556353,-0.076537,W1U 3HR,51.517187,-0.154723,6.96,0 days 00:08:00,2017-05-15 03:25:23,2017-05-15 03:33:23,7.12,,,,,,
390,390,737,4317,N16 8LQ,51.551858,-0.081602,NW3 2SL,51.557869,-0.164444,5.78,0 days 00:03:00,2017-05-01 20:13:42,2017-05-01 20:16:42,4.89,1.0,,,,,
391,391,1632,1353,SE7 8TQ,51.482876,0.037276,HA5 4LD,51.608089,-0.37405,31.75,0 days 00:29:00,2018-06-10 01:38:58,2018-06-10 02:07:58,23.24,,,,5.0,,
392,392,1113,2177,E1 3JY,51.52015,-0.047807,SW13 9YT,51.469285,-0.266096,16.18,0 days 00:35:00,2010-01-01 14:11:57,2010-01-01 14:46:57,10.09,,,,,,
393,393,545,4351,KT3 3LR,51.398293,-0.256059,SW7 2QU,51.500333,-0.178759,12.56,0 days 00:21:00,2018-02-17 04:16:09,2018-02-17 04:37:09,10.76,,,,,,
394,394,2443,2382,N12 8LU,51.612629,-0.178081,W1A 6XX,51.517133,-0.134244,11.05,0 days 00:07:00,2012-08-29 07:40:47,2012-08-29 07:47:47,7.52,,,,,,
395,395,134,1969,BR1 3RJ,51.411404,0.010571,NW7 0DT,51.615471,-0.241175,28.65,0 days 00:35:00,2019-08-02 06:31:51,2019-08-02 07:06:51,21.22,,,,,,
396,396,1818,366,HA5 3BG,51.594068,-0.373916,N1 4JQ,51.545946,-0.081346,20.98,0 days 00:37:00,2011-08-31 23:35:09,2011-09-01 00:12:09,16.24,,,,5.0,,
397,397,874,1637,TW4 6RP,51.470272,-0.360985,W2 2ZB,51.516375,-0.175251,13.88,0 days 00:33:00,2019-12-18 16:46:26,2019-12-18 17:19:26,8.94,4.0,,,5.0,quiet,[]
398,398,143,822,TW13 5WS,51.439561,-0.408459,WC1B 5LJ,51.516327,-0.123769,21.54,0 days 00:33:00,2012-03-07 22:00:31,2012-03-07 22:33:31,16.6,,,,,,
399,399,1170,1414,SE9 5PT,51.450309,0.050952,EC4M 8AY,51.513391,-0.100009,12.62,0 days 00:26:00,2012-04-07 18:30:49,2012-04-07 18:56:49,12.46,,,,,,
400,400,2089,2708,NW3 9SP,51.554293,-0.173864,SW7 9BF,51.497984,-0.17453,6.27,0 days 00:15:00,2011-03-03 01:14:50,2011-03-03 01:29:50,6.68,,,,5.0,,
401,401,1817,3456,SE10 0US,51.4867,0.016892,N15 4QJ,51.584721,-0.064311,12.28,0 days 00:14:00,2016-02-20 16:50:16,2016-02-20 17:04:16,8.14,,,,,,
402,402,2163,2725,NW6 9GL,51.535984,-0.194754,NW1 6AA,51.523017,-0.164087,2.57,0 days 00:03:00,2010-02-17 16:52:54,2010-02-17 16:55:54,3.28,1.0,,,5.0,,
